,A4:BD:C4:2E:D7:70 (Dignajas Rozes),A4:BD:C4:2E:D7:74 (Dignajas Rozes 5G),6A:51:48:7C:54:95 (RosaMaria \xF0\x9F\x92\x95),9A:62:AB:67:28:4B (PhPhPhone),4C:75:25:CD:DD:E9 (M5Stick),94:B9:7E:A9:10:15 (M5Atom),room_index,measurement_index,batch_index,x,y,18:4A:6F:54:B2:82 (ALHN-8A10),84:3E:92:6E:08:58 (OPTIC0852),90:16:BA:F8:CA:B4 (OPTICCAAC),90:16:BA:F8:CA:B8 (OPTICCAAC-5G),90:16:BA:F8:C7:DC (TheForceStrong),84:3E:92:6E:08:5C (OPTIC0852-5G),06:D6:AA:E7:35:25 (AndroidAP3525),B4:E8:42:9A:0E:5A (LEDnet00339A0E5A),F0:68:65:36:11:F9 (ALHN-442D),DC:2C:6E:F6:6F:A2 (LMT-2GHz-6F9D),90:16:BA:F8:C7:D8 (TheForceWeak),84:3E:92:6E:29:5C (Apollo Creed),10:27:F5:3F:31:2B (Ziepis),54:37:BB:B1:71:59 (Diagon Alleys),84:3E:92:6E:29:60 (OPTIC2953-5G),5C:1A:6F:EC:B0:21 (ALHN-A333),1C:43:63:6A:56:F4 (OPTIC56EC),A2:B3:8D:32:AC:0D (HUAWEI_B535_AC32),A2:B3:8D:32:AC:11 (HUAWEI_B535_AC32_5G),8C:DE:F9:0B:E5:89 (Dignajas 12),A2:B3:8D:32:AC:09 (HUAWEI_B535_AC32),F8:0C:58:10:DC:39 (ALHN-C1EF),F0:2F:74:B7:02:00 (Swamp),D4:1A:D1:3E:C6:71 (Baltcom_C671),B4:26:5D:A5:20:A9 (ALHN-76BA),94:00:B0:1D:01:80 (EDGE-h5fG),FA:0C:58:40:DC:3D (),F0:2F:74:B7:02:04 (Swamp),08:55:31:A1:C2:10 (LMT-C20B),28:68:D2:80:AB:C4 (EDGE-q8Ef),5C:1A:6F:EC:B9:8D (ALHN-A45E),5C:1A:6F:EC:C3:7D (ALHN-A532),E4:C3:2A:90:85:DB (House of Cats 2.4 GHz),6C:16:32:B4:45:48 (OPTIC4542),EA:C3:2A:86:C7:D1 (),14:CB:19:E5:58:9C (DIRECT-9B-HP DeskJet 2700 series),E4:C3:2A:86:C7:D1 (TP-Link_C7D1),D4:62:EA:C8:19:BE (RUTTE),10:27:F5:3F:31:2A (Ziepis5G),D4:62:EA:C8:19:C2 (),A4:BD:C4:2F:06:44 (OPTIC063B),88:40:33:7E:27:6C (OPTICCAAC),5C:1A:6F:46:CA:67 (ALHN-D988),68:3A:48:34:82:10 (MTK_SOFT_AP),A8:AD:3D:D3:80:20 (ALHN-8616),68:3A:48:34:82:10 ([washer] Samsung),C4:44:7D:70:58:04 (OPTIC57FE),E2:36:B3:04:C2:89 (smartDongle-F9F8),FA:0C:58:40:DC:39 (),1A:30:14:7A:2C:08 (RosaMaria \xF0\x9F\x92\x95),64:D1:54:87:3F:E6 (MikroTik-873FE6),D4:1A:D1:3E:C6:72 (Baltcom_C671),5C:64:7A:47:46:58 (ALHN-BBED),1C:43:63:6A:56:F8 (OPTIC56EC-5G),FA:0D:AC:EC:1E:E0 (DIRECT-E0-HP Laser 137fnw),88:40:33:7E:27:70 (OPTICCAAC-5G),00:5F:67:46:A6:24 (Dignajas 3B-15),04:D3:B5:6A:88:C7 (HUAWEI-B535-88C7),04:D3:B5:6A:88:CC (HUAWEI-B535-88C7_5G),F0:68:65:36:11:FD (ALHN-442D-5),C4:EA:1D:B7:5A:F1 (TNCAPB75AF1)
62,-74,-72,-59,-65,-65,-68,0,2,13,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,-74,-72,-59,-65,-65,-68,0,2,14,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,-74,-72,-59,-65,-65,-68,0,2,15,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,-74,-72,-59,-65,-65,-68,0,2,16,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,-74,-72,-59,-65,-65,-68,0,2,17,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,-74,-72,-59,-65,-65,-68,0,2,18,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,-74,-72,-59,-65,-65,-68,0,2,19,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,-74,-72,-59,-65,-65,-68,0,2,20,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,-74,-72,-59,-65,-65,-68,0,2,21,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,-74,-72,-59,-65,-65,-68,0,2,22,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,-74,-72,-59,-65,-65,-68,0,2,23,168,685,,-75.0,-71,-85,-85,-85,-84.0,,,,-82.0,,,,-86.0,,-83.0,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,-67,-63,-53,-59,-57,-66,0,2,24,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,-67,-63,-53,-59,-57,-66,0,2,25,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,-67,-63,-53,-59,-57,-66,0,2,26,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,-67,-63,-53,-59,-57,-66,0,2,27,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,-67,-63,-53,-59,-57,-66,0,2,28,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,-67,-63,-53,-59,-57,-66,0,2,29,168,685,,-75.0,-77,-79,-85,-82,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,-71,-63,-53,-71,-72,-73,0,2,30,168,685,,-78.0,-78,-77,-85,-86,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,-71,-63,-53,-71,-72,-73,0,2,31,168,685,,-78.0,-78,-77,-85,-86,-84.0,,,,-78.0,,,,,,-83.0,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,-71,-63,-53,-71,-72,-73,0,2,32,168,685,,-78.0,-78,-77,-85,-86,-84.0,,,,-78.0,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,-71,-63,-53,-71,-72,-73,0,2,33,168,685,,-78.0,-78,-77,-85,-86,-84.0,,,,-78.0,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,-69,-69,-54,-63,-57,-61,0,2,34,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,-69,-69,-54,-63,-57,-61,0,2,35,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,-69,-69,-54,-63,-57,-61,0,2,36,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,-69,-69,-54,-63,-57,-61,0,2,37,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,-69,-69,-54,-63,-57,-61,0,2,38,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,-69,-69,-54,-63,-57,-61,0,2,39,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,-69,-69,-54,-63,-57,-61,0,2,40,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,-69,-69,-54,-63,-57,-61,0,2,41,168,685,,-78.0,-81,-80,-85,-84,-85.0,,,,-78.0,-81.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,-71,-66,-63,-70,-68,-74,0,2,42,168,685,,-78.0,-81,-76,-85,-84,-85.0,,,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,-71,-66,-63,-70,-68,-74,0,2,43,168,685,,-78.0,-81,-76,-85,-84,-85.0,,,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,-63,-62,-61,-58,-58,-60,0,2,44,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,-63,-62,-61,-58,-58,-60,0,2,45,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,-63,-62,-61,-58,-58,-60,0,2,46,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,-63,-62,-61,-58,-58,-60,0,2,47,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,-63,-62,-61,-58,-58,-60,0,2,48,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,-63,-62,-61,-58,-58,-60,0,2,49,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,-63,-62,-61,-58,-58,-60,0,2,50,168,685,-78.0,-74.0,-79,-78,-84,-79,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-83.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,-71,-66,-55,-54,-65,-66,0,3,1,280,685,-78.0,-75.0,-77,-75,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-83.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,-67,-64,-60,-62,-65,-64,0,3,2,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,-67,-64,-60,-62,-65,-64,0,3,3,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,-67,-64,-60,-62,-65,-64,0,3,4,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,-67,-64,-60,-62,-65,-64,0,3,5,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,-67,-64,-60,-62,-65,-64,0,3,6,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,-67,-64,-60,-62,-65,-64,0,3,7,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,-67,-64,-60,-62,-65,-64,0,3,8,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,-67,-64,-60,-62,-65,-64,0,3,9,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,-67,-64,-60,-62,-65,-64,0,3,10,280,685,-78.0,-75.0,-79,-84,-83,-85,-84.0,,-86.0,,-83.0,-79.0,,,,,,,,,,,-78.0,,,,,-82.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,-74,-63,-70,-60,-67,-69,0,3,11,280,685,-78.0,-75.0,-79,-75,-83,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,-74,-63,-70,-60,-67,-69,0,3,12,280,685,-78.0,-75.0,-79,-75,-83,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,-65,-67,-63,-74,-62,-65,0,3,13,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,-65,-67,-63,-74,-62,-65,0,3,14,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,-65,-67,-63,-74,-62,-65,0,3,15,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,-65,-67,-63,-74,-62,-65,0,3,16,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,-65,-67,-63,-74,-62,-65,0,3,17,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,-65,-67,-63,-74,-62,-65,0,3,18,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,-65,-67,-63,-74,-62,-65,0,3,19,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,-65,-67,-63,-74,-62,-65,0,3,20,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,-65,-67,-63,-74,-62,-65,0,3,21,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,-65,-67,-63,-74,-62,-65,0,3,22,280,685,-78.0,-75.0,-80,-82,-84,-85,-84.0,,-86.0,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,-65,-67,-63,-74,-62,-65,0,3,23,280,685,,-75.0,-80,-82,-84,-85,,,,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,-65,-67,-63,-74,-62,-65,0,3,24,280,685,,-75.0,-80,-82,-84,-85,,,,,-83.0,-80.0,,,,,,,,,,,-78.0,,,,,-80.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,-72,-64,-56,-60,-69,-67,0,3,25,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,-72,-64,-56,-60,-69,-67,0,3,26,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,-72,-64,-56,-60,-69,-67,0,3,27,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,-72,-64,-56,-60,-69,-67,0,3,28,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,-72,-64,-56,-60,-69,-67,0,3,29,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,-72,-64,-56,-60,-69,-67,0,3,30,280,685,,-75.0,-78,-74,-87,-85,,,,,-82.0,-80.0,,,,,,,,,,,-78.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,-66,-67,-63,-75,-63,-65,0,3,31,280,685,,-79.0,-81,-74,-84,-86,,,,,-82.0,-82.0,,,-87.0,,,,-87.0,,,,-80.0,,,,,-83.0,,,-80.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,-71,-66,-61,-60,-71,-69,0,3,32,280,685,,-75.0,-80,-74,-85,-86,,,,,-85.0,-81.0,,,-87.0,,,,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,-71,-66,-61,-60,-71,-69,0,3,33,280,685,,-75.0,-80,-74,-85,-86,,,,,-85.0,-81.0,,,-87.0,,,,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,-71,-66,-61,-60,-71,-69,0,3,34,280,685,,-75.0,-80,-74,-85,-86,,,,,-85.0,-81.0,,,-87.0,,,,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,-71,-70,-65,-76,-64,-66,0,3,35,280,685,,-75.0,-82,-81,-85,-86,,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,-71,-70,-65,-76,-64,-66,0,3,36,280,685,,-75.0,-82,-81,-85,-86,,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,-71,-66,-54,-55,-67,-69,0,3,37,280,685,,-75.0,-82,-76,-85,-86,-88.0,,,,-85.0,-78.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,-71,-66,-54,-55,-67,-69,0,3,38,280,685,,-75.0,-82,-76,-85,-86,-88.0,,,,-85.0,-78.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,-71,-66,-54,-55,-67,-69,0,3,39,280,685,,-75.0,-82,-76,-85,-86,-88.0,,,,-85.0,-78.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,-71,-66,-54,-55,-67,-69,0,3,40,280,685,,-75.0,-82,-76,-85,-86,-88.0,,,,-85.0,-78.0,,,-85.0,,,-87.0,-87.0,,,,-80.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,-68,-70,-64,-63,-65,-65,0,3,41,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,-68,-70,-64,-63,-65,-65,0,3,42,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,-68,-70,-64,-63,-65,-65,0,3,43,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,-68,-70,-64,-63,-65,-65,0,3,44,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,-68,-70,-64,-63,-65,-65,0,3,45,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,-68,-70,-64,-63,-65,-65,0,3,46,280,685,,-79.0,-81,-76,-87,-86,-88.0,,,,-85.0,-83.0,,,-85.0,,,-87.0,-87.0,,,,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,-68,-66,-65,-53,-65,-67,0,3,47,280,685,,-79.0,-85,-76,-87,-81,-88.0,,,,-85.0,-77.0,,,-85.0,,,-87.0,-87.0,,,-89.0,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-68,-66,-65,-53,-65,-67,0,3,48,280,685,,-79.0,-85,-76,-87,-81,-88.0,,,,-85.0,-77.0,,,-85.0,,,-87.0,-87.0,,,-89.0,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,-68,-66,-65,-53,-65,-67,0,3,49,280,685,,-79.0,-85,-76,-87,-81,-88.0,,,,-85.0,-77.0,,,-85.0,,,-87.0,-87.0,,,-89.0,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,-68,-66,-65,-53,-65,-67,0,3,50,280,685,,-79.0,-85,-76,-87,-81,-88.0,,,,-85.0,-77.0,,,-85.0,,,-87.0,-87.0,,,-89.0,-78.0,,,,,-81.0,,,-80.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,-74,-64,-63,-58,-68,-65,0,4,1,392,685,,-79.0,-82,-81,-85,-84,-88.0,,,,-75.0,-86.0,,,-87.0,,,-87.0,-87.0,,,-82.0,-79.0,,,,,-81.0,,,-74.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,-74,-64,-63,-58,-68,-65,0,4,2,392,685,,-79.0,-82,-81,-85,-84,-88.0,,,,-75.0,-86.0,,,-87.0,,,-87.0,,,,-82.0,-79.0,,,,,-81.0,,,-74.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,-66,-70,-63,-72,-68,-53,0,4,3,392,685,,-79.0,-82,-76,-85,-84,-88.0,,,,-75.0,-81.0,,,-87.0,,,-87.0,,,,-82.0,-79.0,,,,,-81.0,,,-74.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,-66,-70,-63,-72,-68,-53,0,4,4,392,685,,-79.0,-82,-76,-85,-84,-88.0,,,,-75.0,-81.0,,,-87.0,,,-87.0,,,,-82.0,-79.0,,,,,-81.0,,,-74.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
